"Ctrl_0"	"Ctrl_1"	"Ctrl_2"	"Ctrl_3"	"TollLPS_0"	"TollLPS_1"	"TollLPS_2"	"TollLPS_3"	"TollMRP8_0"	"TollMRP8_1"	"TollMRP8_2"	"TollMRP8_3"	"ActLPS_0"	"ActLPS_1"	"ActLPS_2"	"ActLPS_3"
"IQCJ-SCHIP1"	91311.3286718726	14231.6077137366	68021.4769206941	63665.2858695015	179453.916847706	291391.87708497	210405.214689672	148560.65926142	267868.771357462	173772.375192493	224747.686646879	119237.030949444	386263.514799066	316001.673764549	318931.52880948	353917.146427557
"IQCK"	59438.1178496405	96550.1934057102	27650.8077513427	71007.3357680812	185380.437411368	109027.137607336	247145.206062123	103107.429482043	121934.741362929	163143.911492079	254378.909338266	183805.532287806	346999.40464925	398939.696699381	368615.36228098	307842.922699638
"IQGAP1"	90023.1652660295	45015.6044214964	50954.7230089083	12169.7994414717	167899.92400445	262915.446562693	227612.451836467	218175.127869472	243936.841422692	255992.331635207	202506.938716397	190794.351510704	314959.184546024	363589.422707446	359913.519071415	345188.040891662
"IQGAP2"	71930.5859412998	5812.55038268864	50876.8994593993	681.032752618194	170762.945292518	128734.924830496	278746.753185987	199326.960137114	217283.823294565	133899.34678562	189760.444266722	261369.225056842	383798.741200007	324756.899219938	335100.629832596	320464.026974514
"IQGAP3"	93237.3696239665	3372.11082223803	4739.77355286479	26827.5480251759	167793.346568942	202293.496439233	222788.391029462	242863.997863606	226769.910519943	293021.652847528	291667.65823029	165725.657483563	329075.656761415	328070.984827355	351519.054616801	354472.400457598
"IQSEC1"	32986.8593951687	11763.2810724899	64346.6993933544	50475.2121400088	192266.475735232	224995.412770659	167664.47070986	299649.193556979	114680.026425049	213315.119734034	192434.210237116	110064.026480541	355925.478530116	314643.861004151	344018.553872593	387891.360512003
"IQSEC2"	41378.5366341472	49986.7176869884	26883.030985482	82718.6107169837	229121.956275776	186479.10701111	278402.810217813	178056.372283027	158760.911459103	289787.2609552	162276.847846806	248883.395828307	389852.936635725	319052.509684116	340626.082918607	388217.636756599
"IQSEC3"	12046.5820888057	48662.9524501041	18729.2993068695	81073.2298064977	129927.197517827	111718.060681596	194045.219570398	235718.323290348	116048.237681389	192760.178958997	123232.106491923	276454.66607064	343696.476379409	382925.821794197	311446.637823246	366493.161022663
"IQUB"	61572.316265665	61903.4623727202	89389.5840272307	85795.2049467713	174420.376773924	123078.953614458	284021.73970826	103373.45097214	291948.139574379	200649.045780301	142222.073255107	161895.491974428	392154.032131657	314118.743315339	324095.096811652	367602.286511101
"IRAK1"	57636.3802421838	64045.7374276593	90103.8737269118	41610.283521004	132526.370091364	281130.243605003	297068.461822346	148731.560166925	234696.867270395	154610.757762566	138888.396928087	271485.997037962	322186.226327904	326654.379232787	365658.449195325	398742.594476789
"IRAK1BP1"	14022.9423064739	28815.6422087923	44400.0988733023	33247.3773974925	246614.883514121	116935.651283711	239695.604331791	220669.868774712	117906.784918159	166073.310980573	297308.171913028	237611.290393397	387638.798891567	351155.087142251	388436.753256246	393677.62953043
"IRAK2"	92622.2243113443	87222.3769780248	19435.9168177471	22069.8333345354	247337.253857404	255201.183538884	124823.524942622	258659.612666816	199456.014251336	235975.100239739	124428.036389872	163169.252779335	371602.791338228	350908.921612427	394474.953040481	303415.066073649
"IRAK3"	85331.6234657541	98938.5476801544	47138.1603740156	38392.4812078476	210873.360512778	251893.256232142	234967.057080939	204837.785521522	204920.819494873	156985.837686807	103110.974747688	104090.181272477	300757.963769138	308273.339504376	328383.53344705	384985.390584916
"IRAK4"	54646.5618768707	31426.9752241671	83592.9819149897	77040.6658295542	204635.109798983	243087.839381769	267198.761366308	109633.200289682	146973.358141258	117753.028683364	221344.391955063	269874.569866806	372909.209900536	305721.444031224	301718.251220882	385799.678228796
"IREB2"	15114.3362279981	24219.637340866	98606.5640347078	33084.736764431	199460.623692721	243332.105083391	266258.282447234	236599.870212376	259150.977758691	243928.746134043	174196.918960661	266720.862081274	334530.062414706	393034.103000537	358327.570254914	334396.375669166
"IRF1"	7375.10223407298	93983.922759071	67553.7389470264	35193.7923114747	290175.154199824	177111.924579367	138888.623286039	117428.089678288	136314.737191424	169683.82159248	143233.446031809	262459.448957816	318819.277896546	342871.002107859	370777.045795694	395519.717060961
"IRF2"	86318.5269292444	93323.8722383976	26897.8175939992	70977.183803916	245439.858967438	295212.138351053	299272.25811407	125322.386808693	262946.037063375	250969.596020877	139616.06095545	105404.297728091	394426.816818304	307012.244570069	350684.593454935	354053.840879351
"IRF2BP1"	42531.504528597	63249.5365804061	72393.0434789509	72070.4145496711	127473.68523851	160256.324056536	174001.126131043	150478.326762095	191707.902261987	252657.415671274	290519.198263064	286130.772251636	398899.64973554	369627.861934714	323452.326841652	353560.707834549
"IRF2BP2"	55760.9135983512	40940.4228208587	19304.8678338528	23670.1943911612	287185.338838026	184172.924607992	279340.553283691	104140.25709033	193760.025827214	107570.610195398	158868.983853608	211535.141151398	386314.849019982	383630.248252302	300142.397428863	362360.89579761
"IRF2BPL"	81597.7871185169	53422.9206386954	93644.0677614883	82739.2359031364	223857.825109735	252597.344992682	125542.644737288	277065.569860861	188733.232114464	117836.902150884	186694.455845281	218980.157794431	305028.629442677	328421.568288468	340042.548743077	387058.466230519
"IRF3"	24556.8890590221	6986.70183774084	50162.2726442292	62000.7926598191	289102.113991976	273088.79615739	160878.622485325	298371.78462185	183078.584773466	119372.196914628	177179.432706907	251165.820471942	320564.064080827	368143.337313086	355263.427365571	320989.243267104
"IRF4"	83674.5579261333	5418.44512335956	72504.278505221	31725.120334886	166314.342292026	263978.914637119	165878.782747313	238661.851827055	145977.165037766	160872.024577111	259886.151831597	137871.283991262	359296.233975329	319089.156226255	356895.398837514	318920.845445246
"IRF5"	26309.8838971928	79675.4755079746	35218.5391355306	9351.71055607498	241780.94859235	173559.142556041	182325.284229591	118355.032289401	116064.132330939	259166.089259088	100392.747903243	215973.256388679	351984.095829539	371907.262830064	350323.283090256	331061.266572215
"IRF6"	7960.50638891757	66466.4892712608	95752.1652104333	50882.7024837956	288375.364197418	119704.519351944	283048.701984808	160121.760237962	242428.11575532	254543.750267476	185491.273878142	232173.934439197	358148.369565606	309775.908850133	325274.534057826	376712.924358435
"IRF7"	76015.9160941839	99635.2371294051	9973.8075165078	46437.2989721596	262389.035802335	258398.835361004	187029.024958611	249334.049224854	196921.087009832	210125.810373574	241933.354362845	120716.996584088	387635.461031459	313373.07500653	391259.633889422	325145.545671694
"IRF8"	53286.5381566808	55295.8158776164	87827.9838711023	71792.4526659772	115947.641991079	234023.081697524	209736.128244549	134694.675775245	149494.281876832	254170.351149514	139204.018982127	252430.931851268	322748.536313884	315146.472398192	328363.1619066	398683.434841223
"IRF9"	31010.2579416707	90520.8289157599	28385.5371642858	6635.16786880791	124571.288144216	217558.8845741	255476.690176874	270032.493909821	298172.403406352	269490.75772427	146440.209075809	198008.118290454	367730.475100689	301950.978441164	394726.295815781	367929.438431747
"IRG1"	12285.6511035934	94558.5349341854	12661.0677922145	55383.0377291888	229708.460345864	149049.471411854	148072.831658646	271762.508247048	208273.983513936	181382.924737409	104400.435835123	204516.516579315	304870.795365423	380935.606895946	381138.761737384	390305.737126619
"IRGC"	28145.6232070923	5940.50609506667	85096.6723402962	59927.6480264962	252812.335686758	134426.764631644	127000.983571634	190531.781502068	199569.975025952	103810.821007937	292596.545396373	145478.303404525	338921.46027647	358762.575662695	329142.247443087	392279.259045608
"IRGM"	19538.6423263699	80641.7853804305	93568.5447184369	33436.534460634	275479.407608509	280570.311704651	295619.159936905	157870.089448988	137824.603868648	227531.168190762	242970.120720565	177587.059419602	319738.864456303	308287.22298611	397670.244937763	385024.16384872
"IRGQ"	68962.1577505022	24165.6192578375	32472.8117324412	73097.8260748088	105701.396986842	274815.414799377	218586.842855439	212419.841066003	205353.041412309	151277.102902532	236989.154387265	132980.610476807	362448.348058388	336649.041320197	355675.141164102	358218.85119658
"IRS1"	17472.8346755728	26685.3302717209	18124.0209378302	45912.9313239828	234499.135240912	168169.231526554	114486.804837361	196381.293935701	298001.297516748	269010.006869212	227203.5646718	287653.534347191	319921.953976154	373438.553651795	376652.995846234	303478.86683885
"IRS2"	15274.3408922106	60348.288109526	74810.7769293711	61737.1321422979	154116.493510082	224898.93171005	286136.446101591	160778.987733647	260332.079511136	252094.655297697	144063.200475648	134987.276885659	381217.061332427	342491.778638214	338012.646255083	370846.389071085
"IRS4"	68827.947601676	99050.4818502814	66266.0267902538	19029.7028282657	188209.584588185	284819.854376838	253971.9581604	115717.471484095	210580.515721813	265128.116216511	209864.224819466	168870.01208961	366565.626091324	392806.364945136	317469.200468622	304619.812825695
"IRX1"	38190.5764574185	77295.470261015	13442.7675977349	80785.7532752678	284122.425457463	210257.607651874	113646.874204278	271939.933020622	108668.962214142	179087.62334846	178165.024286136	179363.014595583	358903.112984262	345433.903299272	347974.768676795	368056.740425527
"IRX2"	4235.84673553705	16005.9184534475	41181.8012362346	98870.3375216573	240017.304150388	148989.075422287	269119.919510558	162500.806385651	102976.503223181	103223.442286253	180232.98792541	168874.237406999	327189.858257771	374025.396839716	300759.353092872	368951.42737776
"IRX3"	94220.0246732682	37115.2896434069	58593.42913609	44709.8852600902	256457.014195621	257213.340327144	182414.03917782	183124.862937257	211058.043362573	178064.994607121	124128.403142095	176096.667163074	398559.340741485	394538.134313188	333941.134484485	328398.118820041
"IRX4"	76679.5720672235	52565.4155528173	51634.880551137	33712.8106039017	268558.281287551	209192.614071071	151115.020597354	186618.557805195	294692.996283993	101056.5913748	211691.6438099	228401.043312624	368171.577854082	338550.962903537	371818.589582108	392463.67237065
"IRX5"	60667.2102818266	31744.3680716679	15097.0586342737	51014.4563624635	181969.564128667	106770.18398419	198839.031578973	109237.422281876	266994.518972933	282935.073412955	241049.821348861	172855.160292238	389009.90751572	336428.014817648	328007.95934163	315974.600357004
"IRX6"	89697.0341913402	4338.02970219404	44495.3818107024	83209.7645150498	200905.440328643	122867.092909291	105889.477301389	167068.758560345	269002.47791782	109722.326416522	229897.567350417	210297.71626927	350048.425607383	373083.172622137	355760.407447815	363144.91413068
"ISCA1"	16696.3284369558	20270.8564931527	56892.3867540434	97810.4395326227	186053.965892643	285225.576534867	189182.021934539	117613.577423617	163966.28622897	222093.77461113	165357.317076996	166631.243797019	329683.873103932	333075.636182912	367330.096568912	387037.978018634
"ISCA2"	48222.0242964104	83623.2611443847	21445.4636443406	18564.2667580396	122651.873342693	299098.240071908	282421.747548506	232099.186768755	107487.736875191	198362.802481279	210610.366333276	169315.368402749	305373.799614608	337632.631883025	354500.423092395	321327.774762176
"ISCU"	21687.8215083852	55694.3155359477	34410.8673045412	96655.2275698632	221943.79447028	170723.739592358	143314.312770963	102083.307132125	120602.676272392	155165.813583881	268413.708265871	223456.82871528	336400.465038605	324970.222101547	316929.221875034	387176.744453609
"ISG15"	2343.09802763164	43786.1012527719	67577.0479720086	55386.2201282755	269305.418152362	287042.013928294	109335.91495268	264255.482004955	103965.799463913	216392.240347341	197877.960745245	126869.172696024	387899.859901518	355349.714518525	306221.916736104	381760.983564891
"ISG20"	48630.1844706759	74915.2932316065	95204.6700986102	46737.3663559556	122760.316822678	213276.392128319	246570.97007148	265189.917385578	188377.612130716	290343.818860129	129253.368498757	249041.226506233	336631.056549959	300180.526357144	315288.440464064	396304.142824374
"ISG20L2"	10850.5154727027	76163.173886016	50475.5072994158	36239.7964810953	279267.124133185	117105.749808252	186463.908851147	246024.385094643	250128.737743944	184371.053753421	238869.646191597	181945.752957836	327923.674928024	353142.228815705	386940.164375119	311779.192299582
"ISL1"	94793.5158153996	52269.8834072798	5090.19489400089	71894.3775398657	137523.92269671	190410.446282476	291767.141595483	108991.1010582	268638.645485044	142227.344401181	177972.896955907	137147.066323087	370073.805609718	324270.17306909	332923.06852527	315796.999586746
"ISL2"	35194.4243069738	30961.1155418679	47388.6690335348	58889.5724853501	257508.260058239	245899.061113596	125824.515521526	221165.607590228	205300.49377121	201745.833968744	202520.026918501	150909.084547311	389938.892470673	386406.039400026	383102.872571908	381568.618305027
"ISLR"	58106.9557927549	1979.36790063977	70051.3040646911	89070.7256272435	289016.808057204	162002.466339618	257296.758890152	155969.149107113	250744.714820758	137831.16848208	120667.494786903	176638.224162161	332256.694394164	397059.475327842	337740.972382016	366950.473375618
"ISLR2"	77314.6078223363	16232.0790579543	73865.9525057301	64205.6501936167	194235.462602228	254376.946855336	298213.570332155	156959.84470658	182242.96621047	208671.656996012	200588.662642986	266033.674683422	341226.824978366	364930.437668227	398601.191141643	357621.942041442
"ISM1"	4432.23435431719	35808.7872155011	81538.9624563977	43915.4642401263	113812.406500801	297502.449294552	234351.938404143	253602.960798889	131036.878935993	260374.835273251	215764.716919512	237448.430852965	378920.605056919	394799.955189228	301922.790403478	337788.79228048
"ISM1-AS1"	89783.4734525532	6018.7816619873	69647.8248108178	32011.4102214575	132544.42922771	227707.223268226	122275.0431858	241973.115177825	170016.906829551	205605.911463499	255504.480283707	152804.269175977	382135.229627602	311221.098992974	389492.523111403	319877.336826175
"ISM2"	36730.1788646728	20653.8340309635	76820.6000095233	41917.481389828	125417.476613075	241962.107084692	101580.963097513	213059.346284717	149018.572410569	242192.432843149	114729.113085195	291126.166377217	399864.460597746	377161.752106622	372808.764060028	363971.682474948
"ISOC1"	31129.7600157559	45374.7189836577	42498.0849493295	66827.0083144307	267146.431608126	269040.130730718	233748.100558296	212890.016334131	218403.037358075	127079.63869907	265222.663106397	261263.888608664	304218.603065237	361756.673990749	334779.284382239	368533.766246401
"ISOC2"	70683.3127653226	4310.60160044581	24151.4476481825	94555.2374701947	123211.171198636	182151.524350047	247432.457096875	266669.065505266	111093.39739196	103994.538681582	243026.192532852	178870.521206409	314422.848634422	395772.739197128	330074.594845064	390356.353623793
"ISPD"	61099.882889539	63947.6708834991	64637.8323202953	87708.6201915517	228067.44184345	223333.82726647	283388.211764395	204333.228478208	287324.063433334	208213.685732335	250991.621753201	102793.401665986	324736.896320246	361189.308110625	334096.274594776	315688.151423819
"ISPD-AS1"	12597.6089620963	89918.2986933738	91769.9199402705	46205.7650322095	167428.527632728	296578.490221873	216819.235961884	230260.154791176	243075.923481956	163140.326272696	137147.399643436	248300.554370508	359578.648488969	386878.88646964	346386.422938667	324888.153653592
"IST1"	31615.6392218545	19582.8936761245	29325.0316288322	52344.5225786418	165516.177238896	106153.383664787	206876.853015274	241572.137596086	121167.106041685	194863.737141714	142314.822226763	252495.484333485	358174.234093167	372936.529736035	333324.809605256	397824.828140438
"ISX"	59717.3908958212	4499.89989865571	50587.7983756363	29373.9498127252	273302.297387272	187792.398966849	173302.769707516	207054.671877995	157625.673245639	123557.948879898	287947.577098384	208181.353006512	395729.440031573	370696.584158577	345515.52052144	393051.190767437
"ISY1"	62799.0619279444	47007.7058766037	65234.2699002475	30419.8997328058	262388.395471498	267487.442074344	206980.269681662	215642.719483003	248964.334046468	134288.273518905	261301.05163902	171516.93101041	333568.917005323	361360.503686592	348342.377319932	323541.590035893
"ISY1-RAB43"	84502.2202469409	92243.1012615561	32437.8180783242	62104.5235777274	200614.100042731	264870.484964922	104788.018064573	288397.79230766	162459.815014154	166724.129207432	266336.188418791	150620.562816039	386627.389956266	376719.112927094	356995.263881981	390224.967710674
"ISYNA1"	94745.251047425	85901.1387219653	6116.25327728689	49512.972519733	150650.471402332	276807.311968878	162005.607830361	117386.063467711	130457.585724071	291670.316737145	148191.249603406	287356.018833816	304354.066262022	350775.239872746	345077.371760271	377979.303267784
"ITCH"	81357.0677069947	27927.8550995514	81920.0251251459	58516.3966985419	248279.742337763	249939.129175618	221505.974046886	199043.710064143	196018.147235736	210151.761583984	184680.063370615	103356.884606183	312144.169374369	300565.364188515	391579.645709135	376754.37584985
"ITFG1"	47157.4047347531	75864.4630666822	87279.3497983366	92169.2217001691	111700.042523444	171955.376723781	295931.28436245	246070.827264339	290787.284821272	166314.077237621	122770.567145199	126010.044291615	318471.793550998	344358.271593228	360071.094240993	380076.393461786
"ITFG2"	30439.4912905991	34779.0203755721	14972.9693075642	65304.8364678398	228249.301668257	253679.414978251	103980.52977398	101378.742326051	274083.990929648	234782.396815717	251300.464849919	249199.71791096	374113.00172098	352638.608613051	318745.860247873	366948.270588182
"ITFG3"	89586.0274555162	11655.4196691141	46685.3141319007	27200.8021129295	203532.192111015	166783.653758466	116103.599173948	213457.647850737	138097.775820643	172495.168540627	282625.138480216	236821.046145633	321686.615003273	399861.585907638	368884.680839255	333380.886493251
"ITGA1"	48646.7095790431	19593.7720360234	95855.6243684143	14598.7526746467	173876.10366568	271874.086931348	184338.00470084	199059.067200869	121275.663003325	290160.1690799	161398.411542177	261406.151345	330335.772363469	393649.765476584	309378.903754987	331894.997507334
"ITGA10"	20175.0570908189	12864.5960008726	60279.3835802004	64434.2663930729	138575.42402111	184153.667185456	234397.510392591	115143.333515152	149857.503734529	293986.313883215	216336.844628677	178062.977455556	340317.060658708	315143.933123909	308163.807028905	394933.1486132
"ITGA11"	23942.8200758994	605.135294608772	70258.6797531694	57744.7380404919	155157.988797873	182957.662222907	165386.402001604	242110.336245969	199784.204317257	174608.491640538	237694.890843704	253554.450953379	327329.236478545	363784.182909876	353390.483884141	307560.560829006
"ITGA2"	19807.8084038571	33103.6918563768	39242.5480531529	9555.41266594082	208316.84814766	258028.301503509	105280.708707869	201530.474098399	272850.127145648	237370.089348406	141280.70618026	107917.860103771	315412.323339842	318684.944021516	363885.257067159	392241.395846941
"ITGA2B"	81480.0016582012	91622.1549268812	60058.2284852862	42590.90393316	276129.230298102	284556.386061013	256929.934676737	250254.941591993	205095.446947962	225087.995175272	151124.714920297	139002.333162352	306765.870982781	325449.672574177	369759.89069324	365396.417840384
"ITGA3"	85497.458348982	71752.4920590222	46499.2600493133	76928.7406234071	230279.766861349	115623.491164297	192261.755559593	178548.835264519	156154.794665053	214986.231736839	252377.484878525	232494.521280751	365497.455769219	349327.362864278	309587.686974555	343928.876076825
"ITGA4"	26815.7195998356	33562.702126801	64600.1289365813	74457.2307448834	225816.811155528	239176.343567669	270053.593441844	179640.289070085	225155.2649308	221890.363050625	120590.711291879	263986.170385033	307123.460061848	345148.148061708	316682.190913707	345730.182644911
"ITGA5"	56999.2812583223	65883.2160988823	1919.25487015396	69654.0397126228	218140.777526423	291779.023502022	205719.78581138	138894.331920892	190012.002876028	108827.074803412	122682.837303728	243165.971711278	318560.683634132	321677.948487923	317552.011483349	316302.712983452
"ITGA6"	98218.825715594	53016.8587574735	79475.6300514564	20765.8866187558	133333.727298304	102716.562477872	260070.572327822	247327.144676819	113702.808553353	116962.684458122	206340.249069035	102887.489553541	314120.910619386	360642.769373953	331318.324687891	365166.901471093
"ITGA7"	32052.3331174627	25819.5351110771	64658.9260548353	66641.6286723688	273792.752576992	165542.56780073	257357.107801363	200996.144022793	288125.838385895	129120.557615533	131501.998752356	188787.640118971	356386.741111055	348487.586691044	368396.001518704	336275.068996474
"ITGA8"	77232.9058498144	62853.5446012393	95346.204796806	47008.9526148513	111985.687958077	282551.056612283	172415.733011439	294390.829931945	279345.669038594	139411.754580215	181530.913012102	284889.86142911	314141.616621055	336333.122197539	391044.006031007	325672.540976666
"ITGA9"	48781.2819657847	61341.8488064781	42887.8891048953	37458.3912082016	156908.555096015	159537.631785497	137245.74460648	117462.313827127	187029.100675136	113014.225242659	187189.461616799	259402.142744511	300184.974493459	342985.111614689	326443.205494434	312238.048273139
"ITGA9-AS1"	11780.366464518	38563.7578787282	22200.0071313232	34731.8161511794	260824.705660343	280331.976059824	271422.737743706	297498.347889632	196816.893527284	282424.856256694	176426.06231384	173637.690488249	311629.900755361	380302.2562759	330522.086191922	385729.420813732
"ITGAD"	7219.46151461452	55004.1982205585	25332.4031597003	25711.7086322978	198145.680734888	134954.287158325	231343.720527366	182537.955604494	107987.307710573	112411.147169769	163516.705250368	256499.530375004	355564.07305412	332883.263519034	363189.2507663	391881.210613064
"ITGAE"	38794.8346091434	12753.3980645239	66100.5916073918	27502.1946756169	117526.102764532	124570.308672264	144436.495099217	233932.594396174	201605.325518176	266508.926637471	289531.140867621	126552.825374529	319822.315848432	319431.931851432	363963.545719162	333887.779293582
"ITGAL"	14853.2628780231	11391.0221029073	50969.8772570118	50849.0982931107	148597.26713039	225475.710071623	159207.653580233	231078.209774569	153669.400000945	132173.362979665	121865.167142823	128539.021359757	392687.358497642	367589.185503311	375600.576470606	301943.354075775
"ITGAM"	28277.1951286122	73197.0326276496	55627.2508576512	32571.7789353803	130705.522419885	101346.304873005	209649.95585382	149022.664129734	218638.006551191	137299.169506878	147126.408526674	188665.18875584	341529.294545762	382860.938250087	330847.703060135	339025.141252205
"ITGAV"	3491.46323278546	6410.20576003939	65901.5335608274	65854.7460334376	141794.943530113	142337.008845061	143253.876687959	209359.500557184	207193.884532899	282767.131272703	116937.815863639	138044.357532635	387045.094207861	349678.095034324	343124.121287838	302508.14256724
"ITGAX"	22852.9653977603	34192.8699053824	29326.1993443593	77016.5822934359	173168.663633987	137990.849325433	184221.884654835	105924.151139334	212893.904047087	185544.070973992	132318.912958726	229820.221569389	373153.815185651	311761.641385965	391150.429705158	316999.756498262
"ITGB1"	21777.3279407993	64156.0783144087	75823.4325330704	76347.7389933541	153452.628199011	204410.640150309	183073.020214215	221009.10670124	187548.45620133	239780.68404831	131418.786104769	265698.653878644	383830.903051421	332790.622347966	372716.578072868	326354.962587357
"ITGB1BP1"	49079.6223981306	75930.469064042	2028.00419647247	22329.1316768155	269656.148599461	220189.485140145	264742.757892236	104374.600853771	271294.321957976	213354.811444879	168845.904711634	137285.798415542	383495.515189134	306544.069410302	355647.467751987	323390.532773919
"ITGB1BP2"	94934.7803369164	38632.9620610923	79833.6107516661	62745.5241512507	109018.979920074	105019.057076424	121187.529992312	274704.69516702	182728.759897873	230194.390332326	251773.440651596	247590.349800885	356471.460242756	347905.898839235	349115.56749139	306694.2704143
"ITGB2"	43537.1362837031	27637.1344691142	73823.8292513415	61128.9444146678	178452.072897926	178582.660434768	105384.384281933	232113.2842917	212936.942279339	190721.789328381	150597.14699164	269420.518120751	398862.237296999	321288.017206825	397097.940882668	393157.012481242
"ITGB2-AS1"	87287.145643495	34319.6301721036	7946.43335975707	75586.5440703928	290307.434555143	110657.632071525	194212.812557817	120855.481177568	271198.972547427	276509.992219508	241843.386227265	183348.472137004	328835.915774107	348421.364440583	396102.058095858	386399.731691927
"ITGB3"	54903.9880745113	48948.0544812977	5423.48804883659	56433.7478484958	180171.339353547	139231.336442754	184061.186900362	141003.677016124	155508.407764137	244976.464938372	133017.286658287	143128.605699167	301879.99503687	315968.208597042	393156.248494051	306097.2354142
"ITGB3BP"	50180.6643093005	23660.2334072813	35767.1392848715	76113.8715781271	193208.434944972	184314.052574337	295070.443628356	267039.185855538	293946.876609698	139405.88477999	166923.332680017	258617.102308199	314264.238835312	389029.880310409	308309.823833406	372537.721809931
"ITGB4"	60968.101141043	32194.4567607716	8481.26204218715	24189.3879603595	235864.057997242	249563.302565366	281571.545638144	278630.69367595	152981.455996633	117616.736842319	287943.192617968	177431.828156114	355815.694341436	367146.873427555	387517.742114142	398454.178730026
"ITGB5"	2588.52671831846	73592.7407862619	95064.6088225767	88890.8192049712	243768.127821386	121161.575056612	253756.375564262	133232.415374368	208422.646811232	132014.957861975	115859.818411991	138739.364175126	313222.940708511	307373.478100635	362139.628711157	349029.2229224
"ITGB6"	88742.7581008524	92789.9652160704	11676.3903293759	82839.5547578111	267313.404288143	197238.963609561	264031.939953566	182214.193651453	155516.916280612	194940.630858764	218915.010523051	146833.509812132	393789.534666575	367203.867435455	317054.265411571	362818.294903263
"ITGB7"	38897.9499461129	81446.9312317669	55651.1827046052	826.226314529777	183738.9532011	218129.294086248	188103.485573083	266958.973603323	191721.768071875	100898.132706061	260826.154891402	240490.214526653	398584.927152842	357312.01514136	388294.798438437	392399.404197931
"ITGB8"	42962.7985926345	84914.5854590461	83423.4685637057	88416.1927970126	294091.551424935	205216.621980071	270864.305319265	167819.258663803	283162.989467382	268327.758880332	261187.973385677	240566.526632756	312373.384088278	367147.287726402	361954.605253413	334959.688899107
"ITGBL1"	70010.3649636731	3217.90417656302	9212.44646888226	98589.3188975751	268678.233167157	167509.842244908	278897.070139647	145846.224064007	218289.454653859	148214.855557308	101784.531306475	155532.634584233	312520.103901625	399523.088429123	303816.616930999	318848.382169381
"ITIH1"	30796.6884225607	55030.023586005	27388.8384457678	61307.0697756484	142965.589789674	113402.668246999	277331.498172134	275628.845766187	139286.10519506	268613.623408601	224243.213236332	257789.898803458	308623.548061587	319112.46618256	348511.591227725	395287.611149251
"ITIH2"	98695.0015416369	5647.74770755321	50814.6231994033	45817.1810489148	126740.04691653	230456.622317433	195723.288971931	129691.441264004	227009.107498452	151447.286782786	117865.015333518	156766.2271671	385927.471029572	356420.891918242	328668.524301611	362919.137417339
"ITIH3"	67334.9767457694	96084.1252235696	67376.2366175652	58589.3065901473	117401.864146814	199729.932565242	207188.517088071	182527.924655005	193726.115999743	118983.201961964	231433.712039143	150096.29689157	316479.690303095	383517.965022475	336316.102324054	377503.231237642
"ITIH4"	12063.4134626016	7355.17800785601	35861.0681258142	18019.8542773724	233501.693001017	130865.736445412	154846.189171076	169999.310094863	219632.536824793	217717.516515404	178278.101654723	191089.826822281	321264.765947126	328675.784450024	385511.784744449	302199.894236401
"ITIH5"	61741.1970626563	53719.3976575509	21350.3022212535	33724.7519521043	127889.332361519	251050.640083849	262279.087351635	169822.233263403	235141.164762899	248276.062682271	275072.046322748	151527.866115794	303805.970679969	339175.394480117	369963.081646711	388348.29875268
"ITIH6"	97045.3946152702	71949.8861581087	72179.6914702281	35285.8731057495	286639.78818804	244996.838644147	243843.970634043	181297.483993694	253402.122156695	193284.401204437	168777.737300843	127855.700952932	318565.424368717	336392.332939431	330338.670685887	305250.306846574
"ITK"	87609.3819504604	57953.157578595	19095.3558776528	43530.0703858957	147136.992635205	145297.315483913	210610.199021176	163709.401711822	249926.650803536	108573.759905994	209563.761809841	164157.345285639	315023.917565122	334229.794540443	387369.961407967	315183.579921722
"ITLN1"	60204.9982640892	23867.9779926315	52330.2712943405	3953.77650856972	260841.780109331	220433.72169137	255674.682976678	172231.376590207	170671.217236668	185824.52130504	239215.851807967	107101.913215593	392242.80200433	392130.850069225	370054.172771052	311574.906855822
"ITLN2"	79461.6420986131	70699.170907028	67605.974059552	76149.3001366034	108906.740276143	122821.076773107	126456.609787419	199923.555087298	291773.280221969	180784.030538052	207915.876852348	236967.945005745	312030.35323415	367821.877938695	372157.602710649	377220.294671133
"ITM2A"	86359.8506432027	53573.6937308684	56442.727195099	2381.3467938453	113259.13304463	201716.563478112	192562.534054741	230732.673034072	221354.803675786	180854.715127498	210986.374085769	299034.386686981	317560.529545881	370053.638564423	328480.03921099	363595.618330874
"ITM2B"	42924.6492451057	66611.6319363937	97718.1517984718	85613.477230072	230243.663629517	152720.716176555	211192.381521687	127371.966699138	187608.057493344	139511.588774621	220046.262908727	144361.132709309	324729.836266488	381197.690707631	362159.531889483	389504.997129552
"ITM2C"	88168.733404018	73410.1108741015	99655.5113699287	91599.1989895701	260110.915405676	288814.109284431	181270.662229508	110841.075750068	217883.654031903	249837.498692796	166672.48615995	115767.4648799	384397.331834771	364965.407177806	362907.583150081	381707.381154411
"ITPA"	29284.3530187383	47567.8027840331	54245.4877635464	41205.8114307001	227097.612759098	158194.55711171	239013.920305297	128432.343015447	115447.815135121	155565.717071295	257797.275763005	137136.107170954	361322.25994952	359189.463220537	343303.06944903	354704.490350559
